-180
-150
-120
-90
-60
-30
-25
-20
-17
-14
-12
-10
-9
-8
-7
-6
-5
-4
-3
-2
-1
0
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
17
20
25
30
60
90
120
150
180
